CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,
484,Sun Beauty Pigments,490,Strawberry Red, Double Max 21505,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,491,Raspberry Red, Double Max 21506,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,492,Indian Red, Double Max 21510,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,493,Rose Red, Double Max 21520,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,494,True Red, Double Max 21609,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,495,Mauve, Double Max 21515,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,496,Red Mauve, Double Max 21516,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,497,Dark Mauve, Double Max 21912,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,498,Medium MAuve, Double Max 21919,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,499,Light Mauve, Double Max 21920,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,500,Pink, Double Max 21522,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,501,Coral Red, Double Max 21931,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,502,Coral Pink, Double Max 21932,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,503,Sienna, Double Max 21527,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,504,Natural, Double Max 21908,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,505,Burgundy, Double Max 21537,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,506,Plum Wine, Double Max 21538,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,507,Light Chocolate, Double max 21238,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,508,Milk Chocolate, Double Max 21222,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,509,Brown Chocolate, Double Max 21220,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,510,Dark Chocolate, Double Max 21208,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,511,Light Beige, Double Max 21412,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,512,Medium Beige, Double Max 21408,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,513,Dark Beige, Double Max 21416,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,514,Tan, Double Max 21252,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
484,Sun Beauty Pigments,515,Ivory, Double Max 21414,76,LI Pigments,Double Max,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,515,1
486,LiPigments Velvet Pigments,259,Jade, VT-703,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,260,Juicy Cherry, VT-958,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,261,Latte, VT-235,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,262,Light Salmon, VT-418,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,263,Lighten Up, VT-273,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,264,Mango, VT-609,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,265,Mauve, VT-529,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,266,Medium Brown, VT-222,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,267,Midnight Black,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,Titanium dioxide,
486,LiPigments Velvet Pigments,267,Midnight Black,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,104,1333-86-4,521,"Carbon black (airborne, unbound particles of respirable size)",
486,LiPigments Velvet Pigments,268,Mocha, VT 419,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,269,Mochaccino, VT-290,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,270,Montana Pink, VT-921,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,271,Navajo Brown, VT-295,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,272,Nectar, VT-557,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,273,Neon Orange Mod, VT-610,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,274,Nude, VT-412,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,276,Old Rose, VT-923,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,277,Olive Mod, VT-706,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,278,Onyx, VT-102,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,301,Ultra Black, VT-109,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,104,1333-86-4,597,2
486,LiPigments Velvet Pigments,302,UNGrey, VT-604,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,303,Valentine Kiss, VT-555,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,304,Warm Russet, VT-583,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,305,Yellow Olive Mod, VT-313,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,616,Eskimo Gray, VT-106,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,617,Espresso, VT-203,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,618,Flame Red, VT-585,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,619,Flesh, VT-407,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,620,Fruit Punch, VT-571,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,621,Ginseng, VT-559,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
486,LiPigments Velvet Pigments,622,Halo Brown, VT-271,76,LI Pigments,Velvet,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,518,1
487,LiPigments Double Concentrate,22405,DC-Black 115,76,LI Pigments,Double Concentrate,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,104,1333-86-4,611,"Carbon black (airborne, unbound particles of respirable size)",
487,LiPigments Double Concentrate,606,DC-Yellow 321,76,LI Pigments,Double Concentrate,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,519,Titanium dioxide,
488,LiPigments Triple Concentrate,121,TC-Beige 407,76,LI Pigments,Triple Concentrate,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,520,Titanium dioxide,
488,LiPigments Triple Concentrate,121,TC-Beige 407,76,LI Pigments,Triple Concentrate,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,1104,1333-86-4,58205,Carbon black,
488,LiPigments Triple Concentrate,121,TC-Beige 407,76,LI Pigments,Triple Concentrate,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,1104,1333-86-4,58206,Carbon black,
488,LiPigments Triple Concentrate,55627,TC-401,76,LI Pigments,Triple Concentrate,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,520,Titanium dioxide,
488,LiPigments Triple Concentrate,55627,TC-401,76,LI Pigments,Triple Concentrate,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,1104,1333-86-4,58205,Carbon black,
489,Renewist Lipcolor- Fresh Watermelon,,,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,522,Titanium dioxide,
543,Super Lustrous Lipstick- Berry Rich,,,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,576,Titanium dioxide,
544,MediBac Clearing Masque - Part 1,,,43,Dermalogica,Dermalogica,90,Skin Care Products ,91,Acne Products (making a cosmetic claim),730,,577,Chromium (hexavalent compounds),
545,Sheer Tint Redness Relief SPF15,,,43,Dermalogica,Dermalogica,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,730,,578,Chromium (hexavalent compounds),
545,Sheer Tint Redness Relief SPF15,,,43,Dermalogica,Dermalogica,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,579,Titanium dioxide,
546,Super Rich Repair,,,43,Dermalogica,Dermalogica,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),750,,580,Genistein (purified),
547,Clean Bar,,,43,Dermalogica,Dermalogica,90,Skin Care Products ,93,Skin Cleansers,656,13463-67-7,582,Titanium dioxide,
587,Super Lustrous Lipstick- Cherry Blossom,,,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,624,Titanium dioxide,
588,Replenish Gel,,,71,"Sunrider Manufacturing, L.P.",Oi-Lin,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),773,,626,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",
588,Replenish Gel,,,71,"Sunrider Manufacturing, L.P.",Oi-Lin,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),773,,999,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",
625,Balance Sculpting Soft White Gel,,,82,AMCO International,NSI,59,Nail Products,60,Artificial Nails and Related Products,656,13463-67-7,665,Titanium dioxide,
626,Balance Brush On French White Gel,,,82,AMCO International,NSI,59,Nail Products,60,Artificial Nails and Related Products,656,13463-67-7,666,Titanium dioxide,
627,Balance Color Gels,1365,X-treme White,82,AMCO International,NSI,59,Nail Products,60,Artificial Nails and Related Products,656,13463-67-7,667,Titanium dioxide,
627,Balance Color Gels,1365,X-treme White,82,AMCO International,NSI,59,Nail Products,60,Artificial Nails and Related Products,1104,1333-86-4,63813,Carbon black,
627,Balance Color Gels,1386,Candy Apple,82,AMCO International,NSI,59,Nail Products,168,UV Gel Nail Polish,1104,1333-86-4,63813,Carbon black,
627,Balance Color Gels,1387,Lemon Drop,82,AMCO International,NSI,59,Nail Products,60,Artificial Nails and Related Products,656,13463-67-7,667,Titanium dioxide,
627,Balance Color Gels,1387,Lemon Drop,82,AMCO International,NSI,59,Nail Products,60,Artificial Nails and Related Products,1104,1333-86-4,63813,Carbon black,
627,Balance Color Gels,1387,Lemon Drop,82,AMCO International,NSI,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,667,Titanium dioxide,
627,Balance Color Gels,1387,Lemon Drop,82,AMCO International,NSI,59,Nail Products,168,UV Gel Nail Polish,1104,1333-86-4,63813,Carbon black,
