state_fips_code,county_fips_code,postal_code,name,poverty_estimate_all_ages,90_ci_lower_bound,90_ci_upper_bound,poverty_percent_all_ages,90_ci_lower_bound_2,90_ci_upper_bound_2,median_household_income,90_ci_lower_bound_3,90_ci_upper_bound_3
47,47,TN,Fayette County,5678,4633,6723,14.7,12,17.4,56573,51517,61629
47,49,TN,Fentress County,4956,4068,5844,28.1,23.1,33.1,30299,27245,33353
47,51,TN,Franklin County,6493,5256,7730,16.5,13.4,19.6,43851,40418,47284
47,53,TN,Gibson County,9425,7911,10939,19.5,16.4,22.6,37498,34972,40024
47,55,TN,Giles County,4749,3808,5690,16.9,13.6,20.2,41326,37376,45276
47,57,TN,Grainger County,4954,4021,5887,21.9,17.8,26,35704,32990,38418
47,59,TN,Greene County,11768,9721,13815,17.7,14.6,20.8,36740,34183,39297
47,61,TN,Grundy County,3442,2771,4113,26.1,21,31.2,28086,25792,30380
47,63,TN,Hamblen County,14496,12800,16192,23.4,20.7,26.1,37410,33910,40910
47,65,TN,Hamilton County,54383,48195,60571,15.9,14.1,17.7,48380,46617,50143
47,67,TN,Hancock County,1915,1475,2355,29.5,22.7,36.3,27323,24685,29961
47,69,TN,Hardeman County,5595,4533,6657,25.3,20.5,30.1,35321,32027,38615
47,71,TN,Hardin County,5536,4569,6503,21.7,17.9,25.5,36285,33173,39397
47,73,TN,Hawkins County,10987,9130,12844,19.6,16.3,22.9,39506,36361,42651
47,75,TN,Haywood County,4428,3621,5235,24.7,20.2,29.2,35470,31844,39096
47,77,TN,Henderson County,5297,4389,6205,19.1,15.8,22.4,39303,35391,43215
47,79,TN,Henry County,6477,5448,7506,20.5,17.2,23.8,37151,33752,40550
47,81,TN,Hickman County,4596,3699,5493,20.2,16.3,24.1,37443,34070,40816
47,83,TN,Houston County,1547,1212,1882,19.1,15,23.2,39753,36093,43413
47,85,TN,Humphreys County,3143,2544,3742,17.6,14.2,21,42837,38278,47396
47,87,TN,Jackson County,2649,2106,3192,23.4,18.6,28.2,35379,32352,38406
47,89,TN,Jefferson County,9061,7502,10620,17.8,14.7,20.9,41235,38546,43924
47,91,TN,Johnson County,4231,3328,5134,26.4,20.8,32,31330,28315,34345
47,93,TN,Knox County,77218,72315,82121,17.7,16.6,18.8,47199,45276,49122
47,95,TN,Lake County,2141,1665,2617,41.9,32.6,51.2,28524,25541,31507
47,97,TN,Lauderdale County,6102,5002,7202,24.8,20.3,29.3,33595,30341,36849
47,99,TN,Lawrence County,9080,7720,10440,21.8,18.5,25.1,34614,31843,37385
47,101,TN,Lewis County,2377,1864,2890,20.3,15.9,24.7,36255,33402,39108
47,103,TN,Lincoln County,5495,4405,6585,16.5,13.2,19.8,41802,39332,44272
47,105,TN,Loudon County,6802,5714,7890,13.6,11.4,15.8,53945,49360,58530
47,107,TN,McMinn County,8943,7229,10657,17.4,14.1,20.7,39528,35908,43148
47,109,TN,McNairy County,6060,5119,7001,23.5,19.9,27.1,34882,31378,38386
47,111,TN,Macon County,4373,3481,5265,19.3,15.4,23.2,36886,33569,40203
47,113,TN,Madison County,19635,17105,22165,20.9,18.2,23.6,43113,40136,46090
47,115,TN,Marion County,5779,4856,6702,20.6,17.3,23.9,40766,37343,44189
47,117,TN,Marshall County,4787,3921,5653,15.5,12.7,18.3,42839,39226,46452
47,119,TN,Maury County,13026,11221,14831,15.5,13.4,17.6,51303,47336,55270
47,121,TN,Meigs County,2400,1928,2872,20.8,16.7,24.9,34801,31924,37678
47,123,TN,Monroe County,9181,7582,10780,20.6,17,24.2,37392,33983,40801
47,125,TN,Montgomery County,25803,22618,28988,13.9,12.2,15.6,50935,49385,52485
47,127,TN,Moore County,774,601,947,12.5,9.7,15.3,50358,45087,55629
47,129,TN,Morgan County,4492,3650,5334,23.4,19,27.8,36390,32724,40056
47,131,TN,Obion County,6348,5434,7262,20.8,17.8,23.8,40683,38077,43289
47,133,TN,Overton County,4097,3282,4912,18.9,15.1,22.7,35884,32814,38954
47,135,TN,Perry County,1813,1483,2143,23.6,19.3,27.9,33776,30309,37243
47,137,TN,Pickett County,968,761,1175,19.2,15.1,23.3,31996,28678,35314
47,139,TN,Polk County,3331,2731,3931,20.3,16.7,23.9,36643,32857,40429
47,141,TN,Putnam County,14844,12616,17072,20.8,17.7,23.9,37693,34564,40822
47,143,TN,Rhea County,6954,5873,8035,22,18.6,25.4,37952,34412,41492
47,145,TN,Roane County,9418,7861,10975,18,15,21,43269,39731,46807
47,147,TN,Robertson County,8976,7499,10453,13.4,11.2,15.6,52640,48855,56425
47,149,TN,Rutherford County,41601,37847,45355,14.7,13.4,16,53799,50659,56939
47,151,TN,Scott County,5298,4343,6253,24.5,20.1,28.9,31397,28223,34571
47,153,TN,Sequatchie County,2699,2114,3284,18.7,14.7,22.7,44111,40619,47603
47,155,TN,Sevier County,16582,14048,19116,17.7,15,20.4,39905,37176,42634
47,157,TN,Shelby County,211505,201035,221975,23,21.9,24.1,44015,42457,45573
47,159,TN,Smith County,2813,2216,3410,15,11.8,18.2,43659,40290,47028
47,161,TN,Stewart County,2296,1831,2761,17.5,14,21,41590,37411,45769
47,163,TN,Sullivan County,28608,25117,32099,18.5,16.2,20.8,38840,36955,40725
47,165,TN,Sumner County,19349,16721,21977,11.3,9.8,12.8,58291,54684,61898
47,167,TN,Tipton County,9296,7673,10919,15.4,12.7,18.1,52339,47526,57152
47,169,TN,Trousdale County,1374,1070,1678,17.5,13.6,21.4,40251,35937,44565
47,171,TN,Unicoi County,3541,2921,4161,20.1,16.6,23.6,37632,33801,41463
47,173,TN,Union County,4266,3358,5174,22.6,17.8,27.4,37453,34195,40711
47,175,TN,Van Buren County,1137,905,1369,20.6,16.4,24.8,34884,31192,38576
47,177,TN,Warren County,7468,6187,8749,19,15.7,22.3,36942,33642,40242
47,179,TN,Washington County,20388,17309,23467,16.7,14.2,19.2,43212,40748,45676
47,181,TN,Wayne County,3430,2709,4151,23.3,18.4,28.2,33573,30046,37100
47,183,TN,Weakley County,6893,5861,7925,21.5,18.3,24.7,36205,33118,39292
47,185,TN,White County,5652,4720,6584,21.9,18.3,25.5,35400,32228,38572
47,187,TN,Williamson County,11420,9388,13452,5.6,4.6,6.6,97936,90972,104900
47,189,TN,Wilson County,12458,10703,14213,10.1,8.7,11.5,60955,57235,64675
48,0,TX,Texas,4519548,4474578,4564518,17.2,17,17.4,53067,52694,53440
48,1,TX,Anderson County,8970,7109,10831,20.4,16.2,24.6,42471,39395,45547
48,3,TX,Andrews County,1858,1429,2287,10.7,8.2,13.2,66878,60057,73699
48,5,TX,Angelina County,15136,12396,17876,17.9,14.7,21.1,42128,39325,44931
48,7,TX,Aransas County,4280,3331,5229,17.5,13.6,21.4,44551,40541,48561
48,9,TX,Archer County,822,626,1018,9.4,7.2,11.6,58867,53751,63983
48,11,TX,Armstrong County,208,160,256,11,8.4,13.6,55177,50907,59447
48,13,TX,Atascosa County,7988,6258,9718,16.9,13.2,20.6,52785,49459,56111
48,15,TX,Austin County,3243,2449,4037,11.2,8.4,14,58792,53813,63771
48,17,TX,Bailey County,1348,1078,1618,19.9,15.9,23.9,36821,32834,40808
48,19,TX,Bandera County,2782,2169,3395,13.5,10.5,16.5,50107,45374,54840
48,21,TX,Bastrop County,11069,8821,13317,14.7,11.7,17.7,52886,48422,57350
48,23,TX,Baylor County,643,496,790,18.3,14.1,22.5,36027,32210,39844
48,25,TX,Bee County,6261,4946,7576,24.9,19.7,30.1,40680,36941,44419
48,27,TX,Bell County,45622,40059,51185,14.2,12.5,15.9,51048,49849,52247
48,29,TX,Bexar County,331898,316745,347051,18.3,17.5,19.1,50699,49819,51579
48,31,TX,Blanco County,1283,994,1572,12,9.3,14.7,57177,51282,63072
48,33,TX,Borden County,67,51,83,10.3,7.9,12.7,61750,55218,68282
48,35,TX,Bosque County,2616,2062,3170,15,11.8,18.2,44397,40146,48648
48,37,TX,Bowie County,17526,14953,20099,20.1,17.1,23.1,41883,38042,45724
48,39,TX,Brazoria County,32543,27214,37872,9.9,8.3,11.5,73788,70909,76667
48,41,TX,Brazos County,51540,47811,55269,26.4,24.5,28.3,41641,39200,44082
48,43,TX,Brewster County,1262,950,1574,13.8,10.4,17.2,40179,35977,44381
48,45,TX,Briscoe County,256,198,314,16.7,12.9,20.5,42139,37631,46647
48,47,TX,Brooks County,2305,1805,2805,32.4,25.4,39.4,27875,24955,30795
48,49,TX,Brown County,6285,5117,7453,17.5,14.2,20.8,41316,38014,44618
48,51,TX,Burleson County,2752,2144,3360,16.2,12.6,19.8,48140,43983,52297
48,53,TX,Burnet County,6028,4787,7269,14,11.1,16.9,53203,48299,58107
48,55,TX,Caldwell County,6099,4807,7391,16,12.6,19.4,47227,43491,50963
48,57,TX,Calhoun County,3740,3006,4474,17.3,13.9,20.7,46705,42011,51399
48,59,TX,Callahan County,2177,1782,2572,16.3,13.3,19.3,40796,36594,44998
48,61,TX,Cameron County,143568,134428,152708,34.5,32.3,36.7,32215,30787,33643
48,63,TX,Camp County,2991,2493,3489,23.9,19.9,27.9,37801,34442,41160
48,65,TX,Carson County,513,394,632,8.6,6.6,10.6,58425,52612,64238
48,67,TX,Cass County,5707,4612,6802,19.1,15.4,22.8,39256,35700,42812
48,69,TX,Castro County,1489,1158,1820,19.4,15.1,23.7,42966,39346,46586
48,71,TX,Chambers County,4036,3362,4710,10.7,8.9,12.5,77281,69206,85356
48,73,TX,Cherokee County,9635,7795,11475,20.1,16.3,23.9,38465,35685,41245
48,75,TX,Childress County,1235,939,1531,22,16.7,27.3,39025,35288,42762
48,77,TX,Clay County,1382,1137,1627,13.5,11.1,15.9,50993,45810,56176
48,79,TX,Cochran County,596,461,731,20.7,16,25.4,39870,35770,43970
48,81,TX,Coke County,477,378,576,14.9,11.8,18,41593,37335,45851
48,83,TX,Coleman County,1884,1490,2278,22.6,17.9,27.3,37497,34767,40227
48,85,TX,Collin County,62032,55629,68435,7,6.3,7.7,86634,83846,89422
48,87,TX,Collingsworth County,572,443,701,19.3,15,23.6,38655,34580,42730
48,89,TX,Colorado County,3258,2590,3926,16,12.7,19.3,46484,42648,50320
48,91,TX,Comal County,11248,9196,13300,9.2,7.5,10.9,64533,59304,69762
48,93,TX,Comanche County,2625,2089,3161,19.7,15.7,23.7,38280,34999,41561
48,95,TX,Concho County,640,480,800,26.5,19.9,33.1,40837,36739,44935
48,97,TX,Cooke County,5806,4708,6904,15.3,12.4,18.2,57378,52865,61891
48,99,TX,Coryell County,9493,7739,11247,14.8,12.1,17.5,47018,43534,50502
48,101,TX,Cottle County,295,229,361,20.9,16.2,25.6,32722,29215,36229
48,103,TX,Crane County,459,354,564,9.5,7.3,11.7,61098,55286,66910
48,105,TX,Crockett County,513,398,628,13.7,10.6,16.8,49614,44310,54918
48,107,TX,Crosby County,1400,1105,1695,24.1,19,29.2,36627,33505,39749
48,109,TX,Culberson County,556,436,676,24.7,19.4,30,33637,30075,37199
48,111,TX,Dallam County,877,675,1079,12.4,9.5,15.3,43523,39154,47892
48,113,TX,Dallas County,480160,460149,500171,19.3,18.5,20.1,50118,49169,51067
48,115,TX,Dawson County,2357,1827,2887,20.2,15.7,24.7,41876,37847,45905
48,117,TX,Deaf Smith County,3631,2861,4401,19.2,15.1,23.3,41499,37568,45430
48,119,TX,Delta County,1029,817,1241,20,15.9,24.1,38304,34365,42243
48,121,TX,Denton County,64947,58468,71426,8.7,7.8,9.6,74569,72091,77047
48,123,TX,DeWitt County,3391,2639,4143,18,14,22,45717,41060,50374
48,125,TX,Dickens County,418,318,518,22.1,16.8,27.4,35924,32303,39545
48,127,TX,Dimmit County,2739,2118,3360,25,19.3,30.7,36856,32981,40731
48,129,TX,Donley County,629,481,777,19.4,14.8,24,37263,33564,40962
48,131,TX,Duval County,2841,2265,3417,26,20.7,31.3,35069,31376,38762
48,133,TX,Eastland County,3441,2783,4099,19.9,16.1,23.7,36591,33390,39792
48,135,TX,Ector County,19461,15335,23587,12.8,10.1,15.5,55555,51385,59725
48,137,TX,Edwards County,422,324,520,22.5,17.3,27.7,35554,31747,39361
48,139,TX,Ellis County,17299,14321,20277,11,9.1,12.9,61157,56768,65546
48,141,TX,El Paso County,190846,177344,204348,23.4,21.7,25.1,40081,38850,41312
48,143,TX,Erath County,8049,6867,9231,21.8,18.6,25,41914,37738,46090
48,145,TX,Falls County,3589,2820,4358,23.7,18.6,28.8,35491,32432,38550
48,147,TX,Fannin County,5267,4261,6273,17.1,13.8,20.4,43211,39657,46765
48,149,TX,Fayette County,2663,2039,3287,10.9,8.3,13.5,49830,45448,54212
48,151,TX,Fisher County,589,459,719,15.4,12,18.8,44519,40045,48993
48,153,TX,Floyd County,1400,1115,1685,23.7,18.9,28.5,36898,33033,40763
48,155,TX,Foard County,215,165,265,17.3,13.3,21.3,33442,29968,36916
48,157,TX,Fort Bend County,59839,52567,67111,8.8,7.7,9.9,88516,83793,93239
48,159,TX,Franklin County,1723,1331,2115,16.4,12.7,20.1,42099,37733,46465
48,161,TX,Freestone County,3029,2474,3584,16.7,13.6,19.8,46526,41887,51165
48,163,TX,Frio County,3940,2995,4885,26,19.8,32.2,34206,31421,36991
48,165,TX,Gaines County,2710,2092,3328,14,10.8,17.2,50709,45643,55775
48,167,TX,Galveston County,44194,38748,49640,14.3,12.5,16.1,58333,54518,62148
48,169,TX,Garza County,1205,924,1486,28,21.5,34.5,49947,45073,54821
48,171,TX,Gillespie County,3137,2540,3734,12.5,10.1,14.9,52814,47196,58432
48,173,TX,Glasscock County,111,85,137,8.6,6.6,10.6,73335,65432,81238
48,175,TX,Goliad County,1135,888,1382,15.3,12,18.6,49369,44116,54622
48,177,TX,Gonzales County,3684,2907,4461,18.3,14.4,22.2,42291,38532,46050
48,179,TX,Gray County,3028,2383,3673,14.2,11.2,17.2,49012,44457,53567
48,181,TX,Grayson County,18475,15743,21207,15.3,13,17.6,49261,45865,52657
48,183,TX,Gregg County,21713,18957,24469,18.2,15.9,20.5,50020,47218,52822
48,185,TX,Grimes County,4490,3580,5400,18.6,14.8,22.4,44795,40212,49378
48,187,TX,Guadalupe County,15074,12465,17683,10.4,8.6,12.2,61825,58523,65127
48,189,TX,Hale County,7604,6441,8767,24,20.3,27.7,40213,37366,43060
48,191,TX,Hall County,759,589,929,24.5,19,30,33324,30090,36558
48,193,TX,Hamilton County,1298,1016,1580,16.2,12.7,19.7,41207,36973,45441
48,195,TX,Hansford County,688,533,843,12.7,9.8,15.6,50698,45339,56057
48,197,TX,Hardeman County,731,568,894,18.7,14.5,22.9,36992,33109,40875
48,199,TX,Hardin County,7106,5749,8463,12.9,10.4,15.4,53872,49111,58633
48,201,TX,Harris County,759184,731530,786838,17.3,16.7,17.9,54230,53235,55225
48,203,TX,Harrison County,11071,9065,13077,17.1,14,20.2,48461,44088,52834
48,205,TX,Hartley County,487,372,602,10.5,8,13,64182,60053,68311
48,207,TX,Haskell County,1310,1043,1577,25.1,20,30.2,35607,31929,39285
48,209,TX,Hays County,30932,27847,34017,17.5,15.8,19.2,59569,56504,62634
48,211,TX,Hemphill County,369,288,450,8.9,6.9,10.9,66505,59259,73751
48,213,TX,Henderson County,15699,13255,18143,20.2,17.1,23.3,40921,38981,42861
48,215,TX,Hidalgo County,275840,261243,290437,33.5,31.7,35.3,34368,32672,36064
48,217,TX,Hill County,7413,6368,8458,21.8,18.7,24.9,41521,38186,44856
48,219,TX,Hockley County,3280,2562,3998,14.4,11.2,17.6,50124,47035,53213
48,221,TX,Hood County,6562,5332,7792,12.4,10.1,14.7,55472,50193,60751
48,223,TX,Hopkins County,7205,6186,8224,20.3,17.4,23.2,44076,40566,47586
48,225,TX,Houston County,5176,4219,6133,25.9,21.1,30.7,33698,30510,36886
48,227,TX,Howard County,5320,4193,6447,17.5,13.8,21.2,47299,43657,50941
48,229,TX,Hudspeth County,834,638,1030,26.7,20.4,33,32086,28650,35522
48,231,TX,Hunt County,17603,15672,19534,20.5,18.3,22.7,43385,40236,46534
48,233,TX,Hutchinson County,2994,2467,3521,13.9,11.4,16.4,51508,46678,56338
48,235,TX,Irion County,135,104,166,8.6,6.6,10.6,63054,56311,69797
48,237,TX,Jack County,1151,880,1422,14.9,11.4,18.4,52030,47199,56861
48,239,TX,Jackson County,2121,1683,2559,14.7,11.7,17.7,52185,48056,56314
48,241,TX,Jasper County,6117,4719,7515,17.7,13.6,21.8,41017,36677,45357
48,243,TX,Jeff Davis County,277,213,341,13.1,10.1,16.1,46364,41375,51353
48,245,TX,Jefferson County,50051,45556,54546,21.2,19.3,23.1,41147,39396,42898
48,247,TX,Jim Hogg County,1177,899,1455,22.5,17.2,27.8,36929,33141,40717
48,249,TX,Jim Wells County,8249,6597,9901,20.2,16.2,24.2,46200,42579,49821
48,251,TX,Johnson County,20492,17498,23486,13.3,11.4,15.2,55926,51877,59975
48,253,TX,Jones County,3430,2618,4242,23.4,17.9,28.9,41079,37192,44966
48,255,TX,Karnes County,2735,2201,3269,22.3,17.9,26.7,43986,39383,48589
48,257,TX,Kaufman County,15114,12853,17375,13.8,11.7,15.9,57585,53132,62038
48,259,TX,Kendall County,3188,2472,3904,8.3,6.4,10.2,77764,70376,85152
48,261,TX,Kenedy County,71,54,88,17.9,13.7,22.1,38451,34235,42667
48,263,TX,Kent County,92,71,113,12.4,9.5,15.3,43026,39111,46941
48,265,TX,Kerr County,8570,7215,9925,17.6,14.8,20.4,44113,40046,48180
48,267,TX,Kimble County,814,626,1002,18.5,14.2,22.8,38750,34794,42706
48,269,TX,King County,28,21,35,10.7,8.1,13.3,64203,58525,69881
48,271,TX,Kinney County,671,521,821,21,16.3,25.7,39335,35178,43492
48,273,TX,Kleberg County,6875,5449,8301,22.8,18.1,27.5,40884,36564,45204
48,275,TX,Knox County,800,621,979,21.3,16.5,26.1,36929,33248,40610
48,277,TX,Lamar County,9086,7510,10662,18.6,15.4,21.8,41009,38004,44014
48,279,TX,Lamb County,3019,2510,3528,22.6,18.8,26.4,37111,33800,40422
48,281,TX,Lampasas County,2858,2227,3489,14.4,11.2,17.6,50699,45895,55503
48,283,TX,La Salle County,1638,1233,2043,28.1,21.2,35,38012,34106,41918
48,285,TX,Lavaca County,2668,2146,3190,13.8,11.1,16.5,47041,43225,50857
48,287,TX,Lee County,2113,1669,2557,13,10.3,15.7,52895,47859,57931
48,289,TX,Leon County,2251,1728,2774,13.5,10.4,16.6,45159,40554,49764
48,291,TX,Liberty County,12663,10224,15102,17.4,14.1,20.7,47123,43300,50946
48,293,TX,Limestone County,4298,3446,5150,19.6,15.7,23.5,37256,33752,40760
48,295,TX,Lipscomb County,371,288,454,10.6,8.2,13,60810,55125,66495
48,297,TX,Live Oak County,1697,1312,2082,15.5,12,19,51481,46368,56594
48,299,TX,Llano County,2868,2237,3499,14.9,11.6,18.2,45096,40729,49463
48,301,TX,Loving County,8,6,10,9.3,7.1,11.5,55819,49598,62040
48,303,TX,Lubbock County,49964,44303,55625,17.7,15.7,19.7,45719,43869,47569
48,305,TX,Lynn County,1044,806,1282,18.3,14.1,22.5,41589,37388,45790
48,307,TX,McCulloch County,1520,1171,1869,18.9,14.6,23.2,39649,35928,43370
48,309,TX,McLennan County,46019,40768,51270,19.7,17.5,21.9,43488,41070,45906
48,311,TX,McMullen County,73,56,90,9.2,7,11.4,61571,55080,68062
48,313,TX,Madison County,2429,1917,2941,21.5,17,26,39030,34934,43126
48,315,TX,Marion County,2307,1817,2797,23.1,18.2,28,34452,31020,37884
48,317,TX,Martin County,674,522,826,12.5,9.7,15.3,61896,56382,67410
48,319,TX,Mason County,603,467,739,14.8,11.5,18.1,42820,38282,47358
48,321,TX,Matagorda County,7950,6752,9148,22.1,18.8,25.4,41587,37349,45825
48,323,TX,Maverick County,14808,12204,17412,26.5,21.8,31.2,32248,29486,35010
48,325,TX,Medina County,6510,5000,8020,14.3,11,17.6,53440,49040,57840
48,327,TX,Menard County,478,368,588,22.7,17.5,27.9,32580,29163,35997
48,329,TX,Midland County,15319,11999,18639,9.9,7.7,12.1,74811,69138,80484
48,331,TX,Milam County,4361,3430,5292,18.3,14.4,22.2,41849,37900,45798
48,333,TX,Mills County,802,619,985,17.1,13.2,21,38564,34661,42467
48,335,TX,Mitchell County,1451,1100,1802,20.7,15.7,25.7,41363,37040,45686
48,337,TX,Montague County,2836,2249,3423,14.8,11.7,17.9,48996,44903,53089
48,339,TX,Montgomery County,55864,47634,64094,10.9,9.3,12.5,70929,67702,74156
48,341,TX,Moore County,3208,2571,3845,14.6,11.7,17.5,42839,38819,46859
48,343,TX,Morris County,2345,1783,2907,18.6,14.1,23.1,37954,34171,41737
48,345,TX,Motley County,201,153,249,17.5,13.3,21.7,37936,33884,41988
48,347,TX,Nacogdoches County,13685,11424,15946,22.7,18.9,26.5,38895,36714,41076
48,349,TX,Navarro County,9567,7913,11221,20.3,16.8,23.8,43091,39867,46315
48,351,TX,Newton County,2703,2044,3362,20.2,15.3,25.1,39135,34973,43297
48,353,TX,Nolan County,2632,2007,3257,17.9,13.6,22.2,38742,34819,42665
48,355,TX,Nueces County,58798,50826,66770,16.8,14.5,19.1,51222,49551,52893
48,357,TX,Ochiltree County,1145,909,1381,10.7,8.5,12.9,61773,55648,67898
48,359,TX,Oldham County,284,226,342,15.6,12.4,18.8,54458,48632,60284
48,361,TX,Orange County,13175,10887,15463,16,13.2,18.8,48834,44640,53028
48,363,TX,Palo Pinto County,5146,4171,6121,18.6,15.1,22.1,40862,37257,44467
48,365,TX,Panola County,3626,2963,4289,15.5,12.7,18.3,48822,45464,52180
48,367,TX,Parker County,11997,9942,14052,9.9,8.2,11.6,67655,63185,72125
48,369,TX,Parmer County,1433,1124,1742,14.6,11.5,17.7,41813,38702,44924
48,371,TX,Pecos County,2448,1868,3028,17.8,13.6,22,44817,40507,49127
48,373,TX,Polk County,7687,6207,9167,18.5,14.9,22.1,41401,37864,44938
48,375,TX,Potter County,24669,21321,28017,21.5,18.6,24.4,38224,35748,40700
48,377,TX,Presidio County,1520,1158,1882,21.8,16.6,27,34258,30900,37616
48,379,TX,Rains County,1633,1234,2032,14.9,11.3,18.5,47834,44651,51017
48,381,TX,Randall County,12181,10112,14250,9.7,8.1,11.3,64636,61330,67942
48,383,TX,Reagan County,417,341,493,11.2,9.2,13.2,62376,55648,69104
48,385,TX,Real County,615,473,757,18.7,14.4,23,37294,34059,40529
48,387,TX,Red River County,2465,1980,2950,20.1,16.1,24.1,34340,30844,37836
48,389,TX,Reeves County,2785,2102,3468,24.8,18.7,30.9,39006,35340,42672
48,391,TX,Refugio County,1211,972,1450,16.9,13.6,20.2,43654,39074,48234
48,393,TX,Roberts County,67,51,83,7.3,5.6,9,69424,62752,76096
48,395,TX,Robertson County,3096,2403,3789,19,14.7,23.3,43194,39324,47064
48,397,TX,Rockwall County,5944,4908,6980,6.8,5.6,8,84692,78758,90626
48,399,TX,Runnels County,1846,1432,2260,18.1,14,22.2,38607,34708,42506
48,401,TX,Rusk County,8053,6487,9619,16.6,13.4,19.8,46427,42931,49923
48,403,TX,Sabine County,1951,1539,2363,19,15,23,35701,31988,39414
48,405,TX,San Augustine County,1995,1552,2438,23.9,18.6,29.2,32826,29351,36301
48,407,TX,San Jacinto County,5009,3941,6077,18.6,14.6,22.6,43087,38599,47575
48,409,TX,San Patricio County,10452,8262,12642,15.8,12.5,19.1,51958,48698,55218
48,411,TX,San Saba County,1058,829,1287,20.3,15.9,24.7,38000,34026,41974
48,413,TX,Schleicher County,427,329,525,13.6,10.5,16.7,50361,45150,55572
48,415,TX,Scurry County,2218,1706,2730,14.1,10.8,17.4,56444,50659,62229
48,417,TX,Shackelford County,434,334,534,13.1,10.1,16.1,55130,49626,60634
48,419,TX,Shelby County,5546,4560,6532,22,18.1,25.9,35772,32673,38871
48,421,TX,Sherman County,407,321,493,13.4,10.6,16.2,49309,44366,54252
48,423,TX,Smith County,38908,34962,42854,18.1,16.3,19.9,45363,42404,48322
48,425,TX,Somervell County,1030,816,1244,12.1,9.6,14.6,51733,46871,56595
48,427,TX,Starr County,21981,18748,25214,35.4,30.2,40.6,26699,24224,29174
48,429,TX,Stephens County,1807,1452,2162,20.8,16.7,24.9,44110,39745,48475
48,431,TX,Sterling County,154,119,189,11.8,9.1,14.5,59854,53412,66296
48,433,TX,Stonewall County,212,163,261,15.5,11.9,19.1,42780,38211,47349
48,435,TX,Sutton County,522,400,644,13.2,10.1,16.3,60435,54024,66846
48,437,TX,Swisher County,1449,1140,1758,20.9,16.4,25.4,37527,33528,41526
48,439,TX,Tarrant County,291534,276189,306879,15.2,14.4,16,58127,56818,59436
48,441,TX,Taylor County,20789,17969,23609,15.9,13.7,18.1,45559,42955,48163
48,443,TX,Terrell County,168,131,205,18.1,14.1,22.1,39503,35197,43809
48,445,TX,Terry County,2469,1900,3038,21.2,16.3,26.1,38752,34718,42786
48,447,TX,Throckmorton County,228,174,282,14.2,10.9,17.5,43618,39441,47795
48,449,TX,Titus County,6564,5507,7621,20.6,17.3,23.9,40680,37335,44025
48,451,TX,Tom Green County,17398,14262,20534,15.6,12.8,18.4,45261,41629,48893
48,453,TX,Travis County,188959,178903,199015,16.7,15.8,17.6,61779,60414,63144
48,455,TX,Trinity County,2800,2160,3440,19.9,15.3,24.5,36645,33436,39854
48,457,TX,Tyler County,3737,2902,4572,19.3,15,23.6,40442,36300,44584
48,459,TX,Upshur County,5816,4472,7160,14.6,11.2,18,46346,42361,50331
48,461,TX,Upton County,483,382,584,14.3,11.3,17.3,55918,49993,61843
48,463,TX,Uvalde County,5859,4576,7142,22.1,17.3,26.9,37933,34151,41715
48,465,TX,Val Verde County,10453,8495,12411,22.2,18,26.4,41437,37657,45217
48,467,TX,Van Zandt County,8294,6723,9865,15.9,12.9,18.9,43377,40256,46498
48,469,TX,Victoria County,14135,12010,16260,15.8,13.4,18.2,51003,46984,55022
48,471,TX,Walker County,13767,11820,15714,26.3,22.6,30,39984,36638,43330
48,473,TX,Waller County,6874,5336,8412,16.1,12.5,19.7,50589,46139,55039
48,475,TX,Ward County,1604,1257,1951,14,11,17,53244,47821,58667
48,477,TX,Washington County,4894,3925,5863,15,12,18,55139,51645,58633
48,479,TX,Webb County,85109,79154,91064,32.3,30,34.6,37935,35963,39907
48,481,TX,Wharton County,6849,5528,8170,16.8,13.6,20,44110,40379,47841
48,483,TX,Wheeler County,682,527,837,12,9.3,14.7,52548,47473,57623
48,485,TX,Wichita County,23210,20440,25980,19.3,17,21.6,43379,40750,46008
48,487,TX,Wilbarger County,2000,1548,2452,15.8,12.2,19.4,39377,35318,43436
48,489,TX,Willacy County,7209,5922,8496,38.8,31.9,45.7,29782,26700,32864
48,491,TX,Williamson County,37898,34056,41740,7.8,7,8.6,73098,70607,75589
48,493,TX,Wilson County,5029,4022,6036,11,8.8,13.2,62752,58653,66851
48,495,TX,Winkler County,1041,817,1265,13.5,10.6,16.4,55493,49858,61128
48,497,TX,Wise County,6044,4705,7383,10,7.8,12.2,59904,55353,64455
48,499,TX,Wood County,6348,5046,7650,15.4,12.2,18.6,42753,39333,46173
48,501,TX,Yoakum County,935,722,1148,11.4,8.8,14,60738,54412,67064
48,503,TX,Young County,2962,2335,3589,16.4,12.9,19.9,41872,37718,46026
48,505,TX,Zapata County,4654,3842,5466,32.6,26.9,38.3,33291,29743,36839
48,507,TX,Zavala County,3672,2843,4501,31,24,38,26336,23529,29143
49,0,UT,Utah,341587,330845,352329,11.8,11.4,12.2,60943,60307,61579
49,1,UT,Beaver County,628,482,774,9.8,7.5,12.1,50818,46164,55472
49,3,UT,Box Elder County,5947,5112,6782,11.6,10,13.2,56313,51907,60719
49,5,UT,Cache County,16303,14141,18465,14.2,12.3,16.1,51735,50032,53438
49,7,UT,Carbon County,3178,2559,3797,15.7,12.6,18.8,47340,43006,51674
